record_id,lat,long,common_name,scientific_name,abbreviation,count
6041031,-36,161,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041032,-36,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
6041032,-36,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
6041032,-36,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041032,-36,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041032,-36,161,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
6041032,-36,161,Cape petrel,Daption capense,DAPCAP,1
6041032,-36,161,Short-tailed / Sooty shearwater,Puffinus tenuirostris / griseus,PUFTENGRI,1
6041033,-36,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
6041033,-36,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
6041033,-36,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041033,-36,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041033,-36,161,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
6041033,-36,161,Cape petrel,Daption capense,DAPCAP,1
6041034,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041034,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041034,-36,160,Cape petrel,Daption capense,DAPCAP,1
6041035,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041035,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041035,-36,160,Southern royal albatross,Diomedea epomophora,DIOEPO,1
6041035,-36,160,Cape petrel,Daption capense,DAPCAP,1
6041035,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6041036,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041036,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041036,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041036,-36,160,Southern royal albatross,Diomedea epomophora,DIOEPO,1
6041036,-36,160,Cape petrel,Daption capense,DAPCAP,1
6041036,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,3
6041037,-34,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041037,-34,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041037,-34,155,Cape petrel,Daption capense,DAPCAP,1
6041037,-34,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041037,-34,155,Providence petrel,Pterodroma solandri,PTESOL,1
6041037,-34,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,2
6041038,-34,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041038,-34,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041038,-34,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,4
6041038,-34,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,3
6041039,-34,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041039,-34,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6041039,-34,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,4
6041040,-34,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041040,-34,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,7
6041040,-34,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,4
6041041,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041041,-34,154,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
6041041,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041041,-34,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,3
6041041,-34,154,Little shearwater,Puffinus assimilis,PUFASS,1
6041042,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6041042,-34,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
6041043,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6041043,-34,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,4
6041044,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041044,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041044,-34,154,Cape petrel,Daption capense,DAPCAP,1
6041044,-34,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,4
6041045,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041045,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041045,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041045,-34,154,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,1
6041046,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041046,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041046,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041046,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041046,-34,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
6041046,-34,154,Little shearwater,Puffinus assimilis,PUFASS,1
6041047,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041047,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,5
6041047,-34,154,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,1
6041047,-34,154,Little shearwater,Puffinus assimilis,PUFASS,9
6041048,-34,154,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
6041048,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,5
6041048,-34,154,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,2
6041049,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041050,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041050,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,5
6041051,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041051,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041052,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041052,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041052,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6041053,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041053,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041053,-34,153,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,8
6041054,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041054,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6041055,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041056,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041057,-34,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041057,-34,152,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6041058,-34,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041058,-34,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041058,-34,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041059,-34,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041059,-34,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041059,-34,152,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,30
6041059,-34,152,Fluttering shearwater,Puffinus gavia,PUFGAV,1
6041100,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041100,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041100,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041100,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041100,-36,160,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
6041100,-36,160,Cape petrel,Daption capense,DAPCAP,1
6041101,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
6041101,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
6041101,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041101,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041101,-36,160,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
6041101,-36,160,Cape petrel,Daption capense,DAPCAP,1
6041101,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6041101,-36,160,Mottled petrel,Pterodroma inexpectata,PTEINE,1
6041102,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041102,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
6041102,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041102,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041102,-36,160,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
6041102,-36,160,Cape petrel,Daption capense,DAPCAP,1
6041102,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,6
6041102,-36,160,Mottled petrel,Pterodroma inexpectata,PTEINE,1
6041103,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041104,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041104,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041104,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041104,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041105,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041105,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041105,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041105,-36,159,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041105,-36,159,Mottled petrel,Pterodroma inexpectata,PTEINE,3
6041106,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041106,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
6041106,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6041106,-36,159,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041107,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041107,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041107,-35,155,Cape petrel,Daption capense,DAPCAP,1
6041107,-35,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6041107,-35,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
6041108,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041108,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041108,-35,155,Cape petrel,Daption capense,DAPCAP,1
6041108,-35,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,3
6041108,-35,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,7
6041109,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041109,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6041109,-35,155,Cape petrel,Daption capense,DAPCAP,1
6041109,-35,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,6
6041109,-35,155,Pomarine skua,Stercorarius pomarinus,STEPOM,2
6042001,-34,152,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,80
6042002,-34,152,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042002,-34,152,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,2
6042003,-34,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042003,-34,152,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,50
6042004,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042004,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042004,-34,153,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,200
6042005,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042005,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042005,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042005,-34,153,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,30
6042006,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042006,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042006,-34,153,Providence petrel,Pterodroma solandri,PTESOL,1
6042006,-34,153,Pomarine skua,Stercorarius pomarinus,STEPOM,1
6042007,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042007,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042007,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042007,-34,153,Providence petrel,Pterodroma solandri,PTESOL,1
6042008,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042008,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042008,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042009,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042009,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042009,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042010,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042010,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042010,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042010,-34,153,Southern royal albatross,Diomedea epomophora,DIOEPO,1
6042010,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042011,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042011,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042011,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042011,-34,153,Southern royal albatross,Diomedea epomophora,DIOEPO,1
6042011,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042011,-34,153,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,50
6042012,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042012,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042012,-34,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042012,-34,153,Southern royal albatross,Diomedea epomophora,DIOEPO,1
6042012,-34,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042012,-34,153,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
6042013,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042013,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042013,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042013,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042013,-34,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,17
6042013,-34,154,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,2
6042014,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042014,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042014,-34,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042014,-34,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042014,-34,154,Providence petrel,Pterodroma solandri,PTESOL,1
6042014,-34,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,20
6042015,-35,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042015,-35,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042015,-35,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042015,-35,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042015,-35,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,5
6042015,-35,154,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,8
6042016,-35,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042016,-35,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042016,-35,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042016,-35,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,5
6042017,-35,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042017,-35,154,Providence petrel,Pterodroma solandri,PTESOL,2
6042017,-35,154,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,2
6042018,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042018,-35,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042018,-35,155,Providence petrel,Pterodroma solandri,PTESOL,1
6042018,-35,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
6042019,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042019,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042019,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042019,-35,155,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,1
6042020,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042020,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042020,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042020,-35,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042020,-35,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,20
6042020,-35,155,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,20
6042020,-35,155,Sooty tern,Onychoprion fuscatus,ONYFUS,1
6042021,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042021,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042021,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042021,-35,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042021,-35,155,Providence petrel,Pterodroma solandri,PTESOL,1
6042021,-35,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,5
6042021,-35,155,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,7
6042021,-35,155,Little shearwater,Puffinus assimilis,PUFASS,1
6042022,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042022,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042022,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042022,-35,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042022,-35,155,Providence petrel,Pterodroma solandri,PTESOL,1
6042022,-35,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,200
6042022,-35,155,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,25
6042023,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042023,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042023,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042023,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042023,-35,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042023,-35,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,40
6042023,-35,155,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,50
6042023,-35,155,Sooty tern,Onychoprion fuscatus,ONYFUS,4
6042024,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042024,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042024,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042024,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042024,-35,155,Providence petrel,Pterodroma solandri,PTESOL,2
6042025,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042025,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042025,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042025,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042025,-35,155,Providence petrel,Pterodroma solandri,PTESOL,2
6042025,-35,155,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,1
6042026,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042026,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042026,-35,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042026,-35,155,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042026,-35,155,Providence petrel,Pterodroma solandri,PTESOL,1
6042026,-35,155,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
6042027,-35,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042027,-35,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042027,-35,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042027,-35,156,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,5
6042028,-35,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042028,-35,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042028,-35,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042028,-35,156,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042028,-35,156,Providence petrel,Pterodroma solandri,PTESOL,1
6042029,-35,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042029,-35,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042029,-35,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042029,-35,156,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,62
6042029,-35,156,Providence petrel,Pterodroma solandri,PTESOL,1
6042029,-35,156,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,2
6042030,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042030,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042030,-36,159,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042031,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042031,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042031,-36,159,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042031,-36,159,Buller's shearwater,Puffinus bulleri,PUFBUL,1
6042032,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042032,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
6042032,-36,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042032,-36,159,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042032,-36,159,Mottled petrel,Pterodroma inexpectata,PTEINE,1
6042033,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042033,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
6042033,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,35
6042034,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042034,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,5
6042034,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042034,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042034,-36,160,Mottled petrel,Pterodroma inexpectata,PTEINE,1
6042035,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
6042035,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
6042035,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042035,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042035,-36,160,Gould's petrel,Pterodroma leucoptera,PTELEU,1
6042036,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042036,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042036,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042036,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
6042036,-36,160,Mottled petrel,Pterodroma inexpectata,PTEINE,1
6042037,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042037,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,4
6042037,-36,160,Mottled petrel,Pterodroma inexpectata,PTEINE,1
6042038,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042038,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042038,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042039,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042039,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042039,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042039,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
6042039,-36,160,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
6042039,-36,160,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
6042040,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
6042040,-36,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
