record_id,lat,long,common_name,scientific_name,abbreviation,count
1083001,-45.916666666666664,165.4,Royal / Wandering albatross,Diomedea epomophora / sanfordi / antipodensis / exulans,DIOEPOSANANTEXU,6
1083001,-45.916666666666664,165.4,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1083001,-45.916666666666664,165.4,Cape petrel,Daption capense,DAPCAP,8
1083001,-45.916666666666664,165.4,Fairy prion,Pachyptila turtur,PACTUR,2
1083001,-45.916666666666664,165.4,Sooty shearwater,Puffinus griseus,PUFGRI,4
1084001,-35.53333333333333,125,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,10
1084001,-35.53333333333333,125,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1084001,-35.53333333333333,125,Sooty shearwater,Puffinus griseus,PUFGRI,18
1084002,-37.666666666666664,132.25,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,10
1084002,-37.666666666666664,132.25,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1084002,-37.666666666666664,132.25,Cape petrel,Daption capense,DAPCAP,2
1084002,-37.666666666666664,132.25,Prion (unidentified),Pachyptila sp,PACSP,2
1084002,-37.666666666666664,132.25,Sooty shearwater,Puffinus griseus,PUFGRI,8
1084002,-37.666666666666664,132.25,Seabird (Unidentified),NA,SEABUN,1
1084003,-40,162,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,14
1084003,-40,162,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,4
1084003,-40,162,Giant petrel,Macronectes sp.,MACSP,3
1084003,-40,162,Cape petrel,Daption capense,DAPCAP,8
1084003,-40,162,Fairy prion,Pachyptila turtur,PACTUR,18
1086001,-36.166666666666664,174.91666666666666,Fairy prion,Pachyptila turtur,PACTUR,6
1086001,-36.166666666666664,174.91666666666666,Black petrel,Procellaria parkinsoni,PROPAR,55
1086001,-36.166666666666664,174.91666666666666,Australasian gannet,Morus serrator,MORSER,12
1086002,-35.416666666666664,174.56666666666666,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,22
1086002,-35.416666666666664,174.56666666666666,Australasian gannet,Morus serrator,MORSER,7
1086003,-35.25,168,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1086003,-35.25,168,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1086003,-35.25,168,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,3
1086003,-35.25,168,Northern giant petrel,Macronectes halli,MACHAL,3
1086003,-35.25,168,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
1086003,-35.25,168,Sooty shearwater,Puffinus griseus,PUFGRI,1
1086004,-35.3,167.33333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1086004,-35.3,167.33333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1086004,-35.3,167.33333333333334,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,3
1086004,-35.3,167.33333333333334,Northern giant petrel,Macronectes halli,MACHAL,1
1086004,-35.3,167.33333333333334,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
1086005,-36.5,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1086005,-36.5,161,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1086005,-36.5,161,Northern royal albatross,Diomedea sanfordi,DIOSAN,2
1086005,-36.5,161,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,4
1086005,-36.5,161,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2
1086005,-36.5,161,Petrel (unidentified),NA,PETRUN,2
1086006,-36.333333333333336,160.5,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1086006,-36.333333333333336,160.5,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,3
1086007,-39.18333333333333,146.28333333333333,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,1
1086007,-39.18333333333333,146.28333333333333,Sooty shearwater,Puffinus griseus,PUFGRI,1
1086007,-39.18333333333333,146.28333333333333,Australasian gannet,Morus serrator,MORSER,1
1087002,-39.666666666666664,154.16666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087002,-39.666666666666664,154.16666666666666,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087002,-39.666666666666664,154.16666666666666,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087002,-39.666666666666664,154.16666666666666,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,3
1087003,-39.666666666666664,155,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087003,-39.666666666666664,155,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087003,-39.666666666666664,155,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087003,-39.666666666666664,155,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,6
1087003,-39.666666666666664,155,Sooty shearwater,Puffinus griseus,PUFGRI,48
1087003,-39.666666666666664,155,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,1
1087004,-39.85,161.93333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087004,-39.85,161.93333333333334,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087004,-39.85,161.93333333333334,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087005,-39.93333333333333,162.08333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087005,-39.93333333333333,162.08333333333334,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087005,-39.93333333333333,162.08333333333334,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087006,-40,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087006,-40,164,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087006,-40,164,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087007,-40,NA,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,2
1087008,-40.1,167.5,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1087008,-40.1,167.5,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1087008,-40.1,167.5,Southern royal albatross,Diomedea epomophora,DIOEPO,2
1087008,-40.1,167.5,Southern royal albatross,Diomedea epomophora,DIOEPO,3
1087008,-40.1,167.5,Cape petrel,Daption capense,DAPCAP,4
1087008,-40.1,167.5,Broad-billed prion,Pachyptila vittata,PACVIT,48
1087009,-40.166666666666664,168.66666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1087009,-40.166666666666664,168.66666666666666,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,1
1087009,-40.166666666666664,168.66666666666666,Fairy prion,Pachyptila turtur,PACTUR,4
1087009,-40.166666666666664,168.66666666666666,Buller's shearwater,Puffinus bulleri,PUFBUL,4
1087009,-40.166666666666664,168.66666666666666,Sooty shearwater,Puffinus griseus,PUFGRI,2
1087009,-40.166666666666664,168.66666666666666,Broad-billed prion,Pachyptila vittata,PACVIT,32
1087010,-40.2,169.08333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1087010,-40.2,169.08333333333334,Buller's shearwater,Puffinus bulleri,PUFBUL,2
1087010,-40.2,169.08333333333334,Skua (unidentified),Catharacta /tercorarius sp.,SKUAUN,1
1087011,-40.21666666666667,169.5,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1087011,-40.21666666666667,169.5,Cape petrel,Daption capense,DAPCAP,3
1087011,-40.21666666666667,169.5,Buller's shearwater,Puffinus bulleri,PUFBUL,15
1087011,-40.21666666666667,169.5,Sooty shearwater,Puffinus griseus,PUFGRI,2
1087011,-40.21666666666667,169.5,Australasian gannet,Morus serrator,MORSER,2
1088001,-33,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
1088001,-33,152,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088001,-33,152,Cape petrel,Daption capense,DAPCAP,5
1088001,-33,152,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1
1088001,-33,152,Subantarctic skua,Catharacta antarctica,CATANT,1
1088002,-33,152,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,40
1088002,-33,152,Black-winged petrel,Pterodroma nigripennis,PTENIG,2
1088003,-34,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,7
1088003,-34,152,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088003,-34,152,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088003,-34,152,Cape petrel,Daption capense,DAPCAP,3
1088003,-34,152,Pomarine skua,Stercorarius pomarinus,STEPOM,2
1088004,-35,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1088004,-35,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,5
1088004,-35,154,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,5
1088004,-35,154,Giant petrel,Macronectes sp.,MACSP,1
1088004,-35,154,Cape petrel,Daption capense,DAPCAP,4
1088004,-35,154,Shearwater (unidentified),Puffinus sp.,PUFSP,2
1088005,-36,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1088005,-36,154,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,7
1088005,-36,154,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,5
1088005,-36,154,Cape petrel,Daption capense,DAPCAP,3
1088005,-36,154,Sooty shearwater,Puffinus griseus,PUFGRI,2
1088006,-37,157,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1088006,-37,157,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,5
1088006,-37,157,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088006,-37,157,Giant petrel,Macronectes sp.,MACSP,1
1088006,-37,157,Cape petrel,Daption capense,DAPCAP,2
1088007,-39,158,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,7
1088007,-39,158,Cape petrel,Daption capense,DAPCAP,1
1088007,-39,158,Sooty shearwater,Puffinus griseus,PUFGRI,4
1088008,-40,158,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
1088008,-40,158,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
1088008,-40,158,Cape petrel,Daption capense,DAPCAP,6
1088008,-40,158,Prion (unidentified),Pachyptila sp,PACSP,5
1088008,-40,158,Sooty shearwater,Puffinus griseus,PUFGRI,26
1088008,-40,158,Black-bellied storm petrel,Fregetta tropica,FRETRO,5
1088008,-40,158,Tern (unidentified),Sterna sp.,STENSP,1
1088009,-40,159,Shearwater (unidentified),Puffinus sp.,PUFSP,100
1088010,-40,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,11
1088010,-40,159,Cape petrel,Daption capense,DAPCAP,4
1088010,-40,159,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
1088010,-40,159,White-headed petrel,Pterodroma lessonii,PTELES,1
1088010,-40,159,Prion (unidentified),Pachyptila sp,PACSP,1
1088010,-40,159,Sooty shearwater,Puffinus griseus,PUFGRI,32
1088010,-40,159,White-bellied storm petrel,Fregetta grallaria,FREGRA,4
1088011,-41,160,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,11
1088011,-41,160,Giant petrel,Macronectes sp.,MACSP,2
1088011,-41,160,Cape petrel,Daption capense,DAPCAP,5
1088011,-41,160,Prion (unidentified),Pachyptila sp,PACSP,100
1088011,-41,160,Shearwater (unidentified),Puffinus sp.,PUFSP,8
1088011,-41,160,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
1088012,-42,161,Cape petrel,Daption capense,DAPCAP,1
1088013,-42,162,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1088013,-42,162,Cape petrel,Daption capense,DAPCAP,2
1088013,-42,162,Tern (unidentified),Sterna sp.,STENSP,1
1088014,-43,162,Giant petrel,Macronectes sp.,MACSP,1
1088014,-43,162,Cape petrel,Daption capense,DAPCAP,1
1088014,-43,162,Black-bellied storm petrel,Fregetta tropica,FRETRO,1
1088015,-44,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1088015,-44,164,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088015,-44,164,Grey-headed mollymawk,Thalassarche chrysostoma,THACHR,1
1088015,-44,164,Giant petrel,Macronectes sp.,MACSP,9
1088015,-44,164,Cape petrel,Daption capense,DAPCAP,27
1088015,-44,164,White-headed petrel,Pterodroma lessonii,PTELES,1
1088015,-44,164,Black-bellied storm petrel,Fregetta tropica,FRETRO,3
1088016,-46,166,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1088016,-46,166,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
1088016,-46,166,Giant petrel,Macronectes sp.,MACSP,5
1088016,-46,166,Cape petrel,Daption capense,DAPCAP,5
1088017,-46,167,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1088017,-46,167,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,5
1088017,-46,167,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088017,-46,167,Buller's mollymawk,Thalassarche bulleri,THABUL,3
1088017,-46,167,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,2
1088017,-46,167,Giant petrel,Macronectes sp.,MACSP,4
1088017,-46,167,Cape petrel,Daption capense,DAPCAP,25
1088017,-46,167,Prion (unidentified),Pachyptila sp,PACSP,20
1092001,-36,176,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092001,-36,176,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
1092001,-36,176,Giant petrel,Macronectes sp.,MACSP,3
1092001,-36,176,Cape petrel,Daption capense,DAPCAP,2
1092001,-36,176,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,8
1092001,-36,176,Buller's shearwater,Puffinus bulleri,PUFBUL,2
1092001,-36,176,Southern black-backed gull,Larus dominicanus,LARDOM,2
1092002,-34,174,Giant petrel,Macronectes sp.,MACSP,1
1092002,-34,174,Buller's shearwater,Puffinus bulleri,PUFBUL,9
1092002,-34,174,Sooty shearwater,Puffinus griseus,PUFGRI,1
1092002,-34,174,Storm-petrel (unidentified),NA,STPEUN,8
1092003,-34,173,Giant petrel,Macronectes sp.,MACSP,1
1092003,-34,173,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,4
1092003,-34,173,Buller's shearwater,Puffinus bulleri,PUFBUL,202
1092003,-34,173,Australasian gannet,Morus serrator,MORSER,1
1092005,-34,172,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092005,-34,172,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1092005,-34,172,Giant petrel,Macronectes sp.,MACSP,3
1092005,-34,172,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,9
1092005,-34,172,Buller's shearwater,Puffinus bulleri,PUFBUL,73
1092005,-34,172,Australasian gannet,Morus serrator,MORSER,4
1092005,-34,172,Southern black-backed gull,Larus dominicanus,LARDOM,8
1092006,-34,169,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092006,-34,169,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092006,-34,169,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092006,-34,169,Giant petrel,Macronectes sp.,MACSP,2
1092006,-34,169,Cape petrel,Daption capense,DAPCAP,2
1092006,-34,169,All dark shearwater (unidentified),NA,PUFSPDRK,1
1092007,-34,169,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,5
1092007,-34,169,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092007,-34,169,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092007,-34,169,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092007,-34,169,Giant petrel,Macronectes sp.,MACSP,2
1092007,-34,169,Cape petrel,Daption capense,DAPCAP,2
1092008,-34,168,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,8
1092008,-34,168,Giant petrel,Macronectes sp.,MACSP,1
1092008,-34,168,Cape petrel,Daption capense,DAPCAP,8
1092008,-34,168,Buller's shearwater,Puffinus bulleri,PUFBUL,1
1092009,-34,168,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092009,-34,168,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1092009,-34,168,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092009,-34,168,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092009,-34,168,Giant petrel,Macronectes sp.,MACSP,2
1092009,-34,168,Cape petrel,Daption capense,DAPCAP,2
1092009,-34,168,Shearwater (unidentified),Puffinus sp.,PUFSP,4
1092010,-34,167,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092010,-34,167,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092010,-34,167,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1092010,-34,167,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092010,-34,167,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092010,-34,167,Giant petrel,Macronectes sp.,MACSP,2
1092010,-34,167,Cape petrel,Daption capense,DAPCAP,7
1092012,-34,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092012,-34,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092012,-34,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092012,-34,164,Cape petrel,Daption capense,DAPCAP,2
1092012,-34,164,Sooty shearwater,Puffinus griseus,PUFGRI,1
1092012,-34,164,Shearwater (unidentified),Puffinus sp.,PUFSP,1
1092014,-34,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092014,-34,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092014,-34,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092014,-34,163,Cape petrel,Daption capense,DAPCAP,3
1092014,-34,163,Shearwater (unidentified),Puffinus sp.,PUFSP,7
1092015,-33,162,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092015,-33,162,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092015,-33,162,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092015,-33,162,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092015,-33,162,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092015,-33,162,Cape petrel,Daption capense,DAPCAP,3
1092015,-33,162,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
1092016,-34,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092016,-34,159,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092016,-34,159,Shearwater (unidentified),Puffinus sp.,PUFSP,2
1092018,-33,158,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092018,-33,158,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092018,-33,158,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092018,-33,158,Cape petrel,Daption capense,DAPCAP,2
1092018,-33,158,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
1092020,-33,157,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1092020,-33,157,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092020,-33,157,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092020,-33,157,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1092020,-33,157,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092020,-33,157,Cape petrel,Daption capense,DAPCAP,2
1092021,-33,156,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
1092021,-33,156,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,7
1092021,-33,156,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1092021,-33,156,Cape petrel,Daption capense,DAPCAP,3
1092021,-33,156,Sooty shearwater,Puffinus griseus,PUFGRI,1
1092022,-33,154,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092022,-33,154,Cape petrel,Daption capense,DAPCAP,1
1092022,-33,154,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
1092023,-33,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092023,-33,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092023,-33,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092023,-33,153,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092023,-33,153,Cape petrel,Daption capense,DAPCAP,3
1092023,-33,153,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,3
1092024,-33,152,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,8
1092024,-33,152,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092024,-33,152,Cape petrel,Daption capense,DAPCAP,2
1100001,-45,170,Buller's mollymawk,Thalassarche bulleri,THABUL,1
1100001,-45,170,Shy / White-capped mollymawk,Thallassarche cauta cauta / steadi,THACAUCAUSTE,1
1100001,-45,170,Salvin's mollymawk,Thalassarche salvini,THASAL,2
1100001,-45,170,Grey-headed mollymawk,Thalassarche chrysostoma,THACHR,1
1100001,-45,170,Cape petrel,Daption capense,DAPCAP,6
1100001,-45,170,Sooty shearwater,Puffinus griseus,PUFGRI,50
1100001,-45,170,Southern black-backed gull,Larus dominicanus,LARDOM,25
1100002,-45,170,Salvin's mollymawk,Thalassarche salvini,THASAL,2
1100002,-45,170,Cape petrel,Daption capense,DAPCAP,3
1100002,-45,170,Sooty shearwater,Puffinus griseus,PUFGRI,500
1100002,-45,170,Southern black-backed gull,Larus dominicanus,LARDOM,20
1100003,-46,170,Cape petrel,Daption capense,DAPCAP,6
1100003,-46,170,Sooty shearwater,Puffinus griseus,PUFGRI,250
1100004,-46,170,Buller's mollymawk,Thalassarche bulleri,THABUL,1
1100004,-46,170,Giant petrel,Macronectes sp.,MACSP,2
1100004,-46,170,Cape petrel,Daption capense,DAPCAP,6
1100004,-46,170,Prion (unidentified),Pachyptila sp,PACSP,2
1100004,-46,170,Sooty shearwater,Puffinus griseus,PUFGRI,200
1100004,-46,170,Southern black-backed gull,Larus dominicanus,LARDOM,2
1100005,-46,169,Salvin's mollymawk,Thalassarche salvini,THASAL,1
1100005,-46,169,Giant petrel,Macronectes sp.,MACSP,1
1100005,-46,169,Cape petrel,Daption capense,DAPCAP,9
1100005,-46,169,Sooty shearwater,Puffinus griseus,PUFGRI,200
1100006,-46,169,Buller's mollymawk,Thalassarche bulleri,THABUL,1
1100006,-46,169,Giant petrel,Macronectes sp.,MACSP,2
1100006,-46,169,Cape petrel,Daption capense,DAPCAP,9
1100006,-46,169,Sooty shearwater,Puffinus griseus,PUFGRI,100
1100006,-46,169,Southern black-backed gull,Larus dominicanus,LARDOM,1
1100007,-46,169,Salvin's mollymawk,Thalassarche salvini,THASAL,1
1100007,-46,169,Giant petrel,Macronectes sp.,MACSP,1
1100007,-46,169,Cape petrel,Daption capense,DAPCAP,8
1100007,-46,169,Prion (unidentified),Pachyptila sp,PACSP,2
1100007,-46,169,Sooty shearwater,Puffinus griseus,PUFGRI,20
1100007,-46,169,Southern black-backed gull,Larus dominicanus,LARDOM,9
1100008,-46,168,Cape petrel,Daption capense,DAPCAP,7
1100008,-46,168,Prion (unidentified),Pachyptila sp,PACSP,3
1100008,-46,168,Sooty shearwater,Puffinus griseus,PUFGRI,15
1100008,-46,168,Southern black-backed gull,Larus dominicanus,LARDOM,6
1100009,-45,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1100009,-45,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100009,-45,164,Southern royal albatross,Diomedea epomophora,DIOEPO,2
1100009,-45,164,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
1100009,-45,164,Cape petrel,Daption capense,DAPCAP,12
1100009,-45,164,Sooty shearwater,Puffinus griseus,PUFGRI,8
1100009,-45,164,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,1
1100010,-45,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100010,-45,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100010,-45,164,Southern royal albatross,Diomedea epomophora,DIOEPO,1
1100010,-45,164,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,2
1100010,-45,164,Cape petrel,Daption capense,DAPCAP,14
1100010,-45,164,Mottled petrel,Pterodroma inexpectata,PTEINE,6
1100010,-45,164,Sooty shearwater,Puffinus griseus,PUFGRI,6
1100011,-45,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1100011,-45,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
1100011,-45,164,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100011,-45,164,Southern royal albatross,Diomedea epomophora,DIOEPO,2
1100011,-45,164,Cape petrel,Daption capense,DAPCAP,2
1100011,-45,164,Sooty shearwater,Puffinus griseus,PUFGRI,4
1100012,-45,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,7
1100012,-45,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100012,-45,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1100012,-45,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100012,-45,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100012,-45,163,Cape petrel,Daption capense,DAPCAP,1
1100012,-45,163,Sooty shearwater,Puffinus griseus,PUFGRI,6
1100012,-45,163,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,2
1100013,-45,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100013,-45,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100013,-45,163,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1100013,-45,163,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
1100013,-45,163,Sooty shearwater,Puffinus griseus,PUFGRI,3
1100013,-45,163,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,2
1100014,-45,162,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100014,-45,162,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1100014,-45,162,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100014,-45,162,Prion (unidentified),Pachyptila sp,PACSP,30
1100014,-45,162,Sooty shearwater,Puffinus griseus,PUFGRI,2
